"query_id";"query_text";"source_dataset_id";"source_title";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"is_relevant";"match_confidence";"link_valid";"justification"
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gemma3:27b";"1";"Graduate Employment in Bavaria 1972";"https://doi.org/10.48488/ZA3667";"ZA3667";"0";"1.0";"False";"This study focuses on graduates of the University and Technical College Munich who finished their studies in 1972, examining their employment situation in Bavaria. The unit of analysis is the individual. It falls within the timeframe of the 1970s and covers both employment and higher education (specifically, the outcomes of higher education)."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gpt-4.1";"1";"Education and Employment of University and Technical College Graduates in Bavaria 1973: Follow-up Survey 1974";"https://search.gesis.org/research_data/ZA0683";"ZA0683";"0";"1.0";"True";"This study focuses on education and employment of university and technical college graduates in Bavaria, specifically sampling graduates from the University and the Technical College in Munich who completed their studies in 1972. The unit of analysis is the individual."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"llama4:latest";"1";"1972 - Absolventen der Universität und der Technischen Hochschule München";"https://doi.org/10.4232/1.11802";"ZA5605";"0";"1.0";"True";"This dataset contains information about graduates from the University and Technical College in Munich in 1972, matching the study population and timeframe specified in the query."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gpt-5.1";"1";"Employment and Higher and Further Education in Bavaria 1972 (Graduates of the University and the Technical College in Munich)";"https://doi.org/10.4232/1.4875";"ZA4875";"0";"1.0";"True";"GESIS study on employment and higher/further education in Bavaria with a sample of graduates from the University and Technical College in Munich who completed their studies in 1972; unit of analysis is individual."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gemma3:27b";"1";"Graduate Employment Survey Munich 1972-1975";"https://doi.org/10.48488/ZA4837";"ZA1459";"0";"0.8571428571428571";"False";"This dataset focuses on graduates of the University and Technical College of Munich who completed their studies in 1972, tracking their employment status. The unit of analysis is the individual, and it covers the period around the 1970s. It matches all specified criteria. Hosted by GESIS."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gemma3:27b";"2";"Bavarian Graduate Survey 1973";"https://www.gesis.org/en/social-science-data/search?q=Bavarian+Graduate+Survey+1973";"ZA1459";"0";"0.8571428571428571";"False";"This dataset, while a general Bavarian graduate survey, includes data related to graduates from Munich (University and Technical College) who finished in 1972.  The focus is on employment and further education and the level of analysis is the individual. Hosted by GESIS."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gemma3:27b";"3";"ZA Study: Graduate Employment Survey Munich 1972-1975";"https://zb.gesis.org/za/ZA4837";"ZA1459";"0";"0.8571428571428571";"False";"The GESIS archive entry for the Graduate Employment Survey Munich 1972-1975, confirming its relevance to the search terms with a focus on employment trajectories of Munich graduates from 1972. Unit of analysis is the individual. Hosted by GESIS."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gpt-4.1";"1";"Educational Careers and Occupational Careers of Graduates, Technical College and University Munich 1972: 1st Survey (1973)";"https://search.gesis.org/research_data/SDP-3067";"ZA0874";"0";"0.7857142857142857";"False";"This dataset focuses on graduates of the University and Technical College in Munich who completed their studies in 1972, examining their employment and educational careers in Bavaria during the 1970s. The unit of analysis is the individual."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gpt-4.1";"2";"Educational Careers and Occupational Careers of Graduates, Technical College and University Munich 1972: 2nd Survey (1976)";"https://search.gesis.org/research_data/SDP-3070";"ZA0874";"0";"0.7857142857142857";"False";"This dataset is the second survey following up on the same cohort—graduates from the University and Technical College in Munich (1972)—investigating their employment and educational outcomes in Bavaria during the 1970s at the individual level."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"llama4:latest";"1";"1972 - Absolventen der Technischen Hochschule München";"https://doi.org/10.4232/1.00718";"";"0";"0.0";"False";"This dataset contains information about graduates of the Technical University of Munich in 1972, matching the study population and temporal context of the query."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"llama4:latest";"2";"1972 - Absolventen der Universität München";"https://doi.org/10.4232/1.00717";"";"0";"0.0";"False";"This dataset contains information about graduates of the University of Munich in 1972, matching the study population and temporal context of the query."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gpt-5-mini";"1";"Employment and Further Education (Bavaria) - Sample of graduates (University and Technical College Munich) (1972) [ZA1399]";"https://dbk.gesis.org/dbksearch/sdesc2.asp?no=1399&dbname=E&url=http://dbk.gesis.org/dbksearch/sdesc2.asp?no=1399&dbname=E";"ZA1441";"0";"0.8387096774193549";"False";"GESIS data catalog entry (ZA1399) describes a study of employment and further/higher education in Bavaria with sample composed of graduates of the University and the Technical College in Munich who completed studies in 1972; unit of analysis is the individual (sample of graduates)."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gpt-5-mini";"2";"Further Education and Employment of University Graduates (Munich graduates 1972) [DOI:10.4232/1.1399]";"https://doi.org/10.4232/1.1399";"ZA1399";"0";"1.0";"True";"Persistent DOI for the GESIS dataset (corresponding to ZA1399) for the study of employment and further education of Munich graduates who completed their studies in 1972; dataset landing and metadata available through GESIS."
"1";"Can you find GESIS datasets about Employment and Higher and further education in Bavaria during the 1970s, where the study population is Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972. and the unit of analysis is Individual?";"ZA1458";"College Education and Profession";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"WEB_SEARCH";"gpt-5.1";"1";"Berufstätigkeit sowie höhere und weitere Ausbildung in Bayern 1974";"https://doi.org/10.4232/1.10860";"";"0";"0.0";"False";"GESIS study on employment and higher/further education in Bavaria in the 1970s. The study description notes that the population is a sample of graduates of the University and the Technical College in Munich who completed their studies in 1972, with individual persons as the unit of analysis."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gemma3:27b";"1";"Youth in Germany - Growing up in the 21st Century: Biographies and Perspectives of Young People (Junge Menschen in Deutschland - Aufwachsen im 21. Jahrhundert: Lebensläufe und Perspektiven junger Menschen)";"https://doi.org/10.4119/19306";"ZA3694";"0";"0.8275862068965517";"False";"This study covers youth in Germany during the 2010s, focusing on biographies, attitudes, and social behavior. While not *specifically* focused on 'Förderschulen', it includes a broad range of youth and individual-level analysis. It may contain data pertaining to students with emotional and social development needs, even if not the primary focus."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gemma3:27b";"2";"German Youth Study (Deutsche Jugendstudie) - Module ‘Educational Transitions’";"https://doi.org/10.4119/21758";"ZA0396";"0";"0.7586206896551724";"False";"Part of the larger German Youth Study, the 'Educational Transitions' module focuses on education, including higher and further education pathways. Data is individual-level and from the 2010s, potentially containing cases from students at 'Förderschulen'."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gemma3:27b";"3";"Social Survey on Integration - The Situation of Young People with Migration Background";"https://doi.org/10.4119/24686";"ZA3694";"0";"0.8275862068965517";"False";"This survey examines the integration of youth with migration backgrounds, which intersects with education, social behavior, and family life. The unit of analysis is individual and the study was conducted in the 2010s."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gemma3:27b";"4";"Family Life Course - Pair Family Life Course (FLC)";"https://doi.org/10.4119/21801";"";"0";"0.0";"False";"While primarily focused on family life, this dataset includes information on the children within those families and their educational experiences, making it potentially relevant to the query, even if 'Förderschulen' are not explicitly mentioned."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"gemma3:27b";"5";"National School Survey 2016";"https://doi.org/10.4119/26728";"missy-mz-2016";"0";"0.7272727272727272";"False";"This survey investigates the situation in German schools, including aspects of student wellbeing, social behavior, and education. Individual data might be available and the timeframe is appropriate, though specific inclusion of 'Förderschulen' is uncertain."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"llama4:latest";"1";"PISA 2012: Ergebnisse von 15-jährigen Jugendlichen";"https://doi.org/10.4232/1.11836";"ZA3613";"0";"1.0";"True";"The dataset deals with education and youth, and it is from Germany, and from the 2010s."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"llama4:latest";"2";"AQUA 2015: Fragebogen und Lösungen";"https://doi.org/10.4232/1.12145";"ZA5076";"0";"1.0";"True";"The dataset deals with education and youth, and it is from Germany, and from the 2010s."
"2";"Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung and the unit of analysis is Individual?";"ZA6262";"Future Plans of Young People at Special Schools of Emotional and Social Development";"V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS";"NO_WEB";"llama4:latest";"3";"SGB 2012: Soziale Lage in Deutschland";"https://doi.org/10.4232/1.11462";"";"0";"0.0";"False";"The dataset deals with social behaviour and attitudes, and it is from Germany, and from the 2010s."
