"query_id";"query_text";"source_dataset_id";"source_title";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"is_relevant";"match_confidence";"link_valid";"justification"
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"1";"Allensbacher Wahlstudie 1972";"https://doi.org/10.48488/ZA4657";"ZA4657";"0";"1.0";"False";"This is a classic German election study focused on voter behavior, attitudes, and political preferences during the 1972 federal election. It covers key aspects of political behavior."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"2";"Allensbacher Wahlstudie 1976";"https://doi.org/10.48488/ZA4661";"ZA4661";"0";"1.0";"False";"Similar to the 1972 study, this dataset details voter behavior and attitudes during the 1976 federal election in Germany, providing insights into the political landscape of the time."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"3";"Allensbacher Wahlstudie 1977";"https://doi.org/10.48488/ZA4664";"ZA4664";"0";"1.0";"False";"Focuses on voter behavior, attitudes and intentions preceding the 1977 state elections. While not a federal election, it reveals regional political dynamics."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"4";"Politische Einstellungen und Verhalten in Deutschland (PEV)";"https://doi.org/10.48488/ZA3926";"ZA3926";"0";"1.0";"False";"Although spanning a broader timeframe, the early waves of the PEV survey (starting in 1978) include data from the late 1970s, providing insights into long-term political attitudes and behaviors in Germany, including attitudes toward government and political systems."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"5";"Wahlen und politische Einstellungen 1972 (ZA2646)";"https://doi.org/10.48488/ZA2646";"ZA2646";"0";"1.0";"False";"Specifically focuses on the 1972 election and related political attitudes, offering detailed information about voter choices and their underlying motivations."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"6";"Wahlen und politische Einstellungen 1976 (ZA2647)";"https://doi.org/10.48488/ZA2647";"ZA2647";"0";"1.0";"False";"Provides data on the 1976 election, including voter behavior and their political views. Relevant to the request's timeframe and topics."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gemma3:27b";"7";"Wahlen und politische Einstellungen 1977 (ZA2648)";"https://doi.org/10.48488/ZA2648";"ZA2648";"0";"1.0";"False";"Dataset covering the 1977 elections with accompanying political attitudes and behavior data."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"1";"German Longitudinal Election Study (GLES) 1949-1976";"https://search.gesis.org/research_data/ZA0001";"ZA0001";"0";"1.0";"True";"Covers German federal elections and political attitudes in the 1970s, focusing on longitudinal political behaviour."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"2";"Election Study 1972 (Bundestag Election)";"https://search.gesis.org/research_data/ZA0739";"ZA0739";"0";"1.0";"True";"Dedicated dataset about voter behaviour, attitudes, and the German political system surrounding the 1972 Bundestag election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"3";"Political Attitudes, Political Participation and Voter Change (Politische Einstellungen, politische Beteiligung und W?hlerwandel) 1976";"https://search.gesis.org/research_data/ZA0847";"ZA0847";"0";"1.0";"True";"Focuses on political attitudes, participation, and voter change in the context of the 1976 Bundestag election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"4";"Election Study 1976 (Bundestag Election)";"https://search.gesis.org/research_data/ZA0839";"ZA0839";"0";"1.0";"True";"Documents German citizens' political attitudes and behaviour during the 1976 Bundestag election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"5";"Political Attitudes and Political Participation in Germany 1974 (Politische Einstellungen und politische Beteiligung in der Bundesrepublik Deutschland 1974)";"https://search.gesis.org/research_data/ZA0788";"ZA0788";"0";"1.0";"True";"Explores attitudes and patterns of political participation in Germany in the year 1974."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"6";"Election Study 1976 ? Longitudinal Study, Pre-Election (Wahlstudie 1976, L?ngsschnittstudie, Vorwahl)";"https://search.gesis.org/research_data/ZA0854";"ZA0854";"0";"1.0";"True";"Presents pre-election survey data capturing German citizens' political behaviour and orientations for the 1976 election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"7";"The Political System and Attitude Patterns in Germany 1978";"https://search.gesis.org/research_data/ZA0950";"ZA0950";"0";"1.0";"True";"Analyzes German attitudes toward the political system and parties in 1978."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"8";"Federal Parliament Election 1976 (Bundestagswahl 1976) - Politbarometer";"https://search.gesis.org/research_data/ZA1511";"ZA1511";"0";"1.0";"True";"Monthly trend data on political attitudes, government evaluation, and party preferences linked to the 1976 elections."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"9";"Federal Parliament Election 1972 (Bundestagswahl 1972) - Politbarometer";"https://search.gesis.org/research_data/ZA1521";"ZA1521";"0";"1.0";"True";"Monthly polling data about political attitudes, parties, and evaluation of the government during the 1972 election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-4.1";"10";"Voters and Parties in the Federal Republic of Germany 1976 (W?hler und Parteien in der Bundesrepublik Deutschland 1976)";"https://search.gesis.org/research_data/ZA1101";"ZA1101";"0";"1.0";"True";"Focuses on voter choices, social structure, and party systems in the context of the 1976 Bundestag election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-5";"1";"Forschungsgruppe Wahlen Politbarometer (starting 1977)";"https://www.gesis.org/en/politbarometer";"ZA1925";"0";"0.717948717948718";"False";"Time-series surveys conducted in West Germany beginning in 1977 capturing political attitudes, party preferences, government evaluations, and voting intentions?directly relevant to political behaviour and elections in the late 1970s."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-5";"2";"Eurobarometer (waves from 1973?1979 including West Germany)";"https://www.gesis.org/en/eurobarometer-data-service";"";"0";"0.0";"False";"Cross-national surveys that include West Germany throughout the 1970s with rich measures on political attitudes, trust in institutions, government, and (in 1979) European election-related opinions."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-oss:latest";"1";"Allgemeine Meinungsumfragen 1974";"https://gesis.org/datenbank/search?query=Allgemeine+Meinungsumfragen+1974";"";"0";"0.0";"False";"This GESIS dataset contains survey data on political attitudes, party affiliation, and voting intentions collected in 1974 across West Germany, covering key topics such as political participation and election behavior."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-oss:latest";"2";"Allgemeine Meinungsumfragen 1975";"https://gesis.org/datenbank/search?query=Allgemeine+Meinungsumfragen+1975";"";"0";"0.0";"False";"The 1975 series of Allgemeine Meinungsumfragen provides detailed information on citizens? political attitudes, party preferences, and electoral expectations, making it a core resource for studying political behaviour in the mid?1970s."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-oss:latest";"3";"Bundeswahl 1976 ? Ergebnisse";"https://gesis.org/datenbank/search?query=Bundeswahl+1976+Ergebnisse";"missy-mz-1976";"0";"0.7272727272727272";"False";"This GESIS dataset contains official election results for the 1976 German Federal Election, including vote shares by party and turnout data at state and district levels, essential for analysing electoral outcomes and system functioning."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-oss:latest";"4";"Bundeswahl 1972 ? Ergebnisse";"https://gesis.org/datenbank/search?query=Bundeswahl+1972+Ergebnisse";"";"0";"0.0";"False";"The 1972 Federal Election results dataset records vote shares and turnout across Germany, offering a baseline for comparing electoral patterns before the mid?1970s reforms and the 1976 election."
"1";"Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1970s?";"ZA0840";"Federal Parliament Election 1972 (Panel: 2nd Wave, October 1971 - January 1972)";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"NO_WEB";"gpt-oss:latest";"5";"Umfrage zur Parteieinstellung 1975";"https://gesis.org/datenbank/search?query=Umfrage+zur+Parteieinstellung+1975";"";"0";"0.0";"False";"This survey focuses on party identification, loyalty, and attitudes toward party leaders in 1975, providing insights into the organisational dynamics of German political parties during the 1970s."
